id,datetime,,user_question,bot_response
cthr_68fb5f36667c8190b492c6f40a970c2e002d99fc14eb7dc5,2025-10-24 11:12,Spørsmål om medbringelse,Må jeg ha med legg,"Det er ikke nevnt noe krav om å ha med ""legg"" til eksamen i de vedlagte dokumentene. Hvis du mener ""legg"" som i vedlegg eller lignende, er det ikke spesifisert at du må ha med dette. 

Hvis du sikter til noe annet med ""legg"", kan du gjerne presisere, så kan jeg hjelpe deg bedre.

Denne informasjonen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_68fb5f36667c8190b492c6f40a970c2e002d99fc14eb7dc5,2025-10-24 11:13,Spørsmål om medbringelse,Jeg mente lefgitmasjon,"Ja, du må ha med gyldig legitimasjon med bilde på eksamensdagen. Hvis du ikke har med gyldig legitimasjon, får du ikke gjennomføre eksamen.

Gyldig legitimasjon kan være:

- Pass
- Norsk ID-kort
- Norsk førerkort utstedt etter 01.01.1998 (også digitalt førerkort)
- Norsk oppholdskort
- Forsvarets ID-kort
- ID-kort fra EØS- og EFTA-stater
- Førerkort fra Danmark, Sverige, Finland og Island
- Norsk reisebevis for flyktninger
- Norsk utlendingspass (ikke godkjent hvis det er utstedt for enkeltreise)

Kopi av legitimasjon eller utgått legitimasjon godtas ikke.

Dette er et krav for å sikre din identitet ved oppstart av eksamen .

Denne informasjonen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_68fb606dd638819794a0091b91ef18170d0818211dfd8e81,2025-10-24 11:18,Privatisteksamen i Telemark datoer,Når er privatisteksamen i Telemark,"Privatisteksamen i Telemark arrangeres to ganger i året:

- Høsteksamen: i november - desember  
- Våreksamen: i april – juni

Datoer for skriftlige fag finner du i Privatistportalen når du melder deg opp. Eksamensdato og sted for muntlig og muntlig-praktisk eksamen publiseres i Privatistportalen ca. 1. november for høsteksamen og ca. 1. april for våreksamen. Skriftlig eksamen arrangeres hovedsakelig i Porsgrunn Tennishall, og muntlig/muntlig-praktisk eksamen arrangeres hovedsakelig på Skien videregående skole .

Oppmelding til eksamen skjer i Privatistportalen med følgende frister:  
- For høsteksamen: 1. september - 15. september  
- For våreksamen: 15. januar - 1. februar .

Kort oppsummert: Privatisteksamen i Telemark er i november-desember (høst) og april-juni (vår).

Denne informasjonen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_68fb606dd638819794a0091b91ef18170d0818211dfd8e81,2025-10-24 11:18,Privatisteksamen i Telemark datoer,Hva koster eksamen,"Eksamensavgiften for privatisteksamen i Telemark er som følger:

- 1 356 kroner per eksamen for fag der du ikke har standpunkt- og/eller eksamenskarakter, eller fag du ikke har bestått (karakter 1) som elev eller privatist.
- 2 713 kroner per eksamen for fag du allerede har bestått som elev eller privatist og som du ønsker å forbedre.

Prisene gjelder per eksamen. For språkfag, norsk og realfag nivå 2 betales det eksamensavgift for både skriftlig og muntlig eksamen (for eksempel to avgifter for språkfag, tre for norsk, og to for realfag nivå 2).

Betaling må skje med kort innen fristen for oppmelding, og oppmeldingen er ikke gyldig før du har betalt. Innbetalt avgift refunderes ikke dersom du trekker deg etter oppmeldingsfristen.

Hvis du opplever feil i summen du skal betale, bør du kontakte eksamenskontoret umiddelbart.

Denne informasjonen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_68fb606dd638819794a0091b91ef18170d0818211dfd8e81,2025-10-24 11:19,Privatisteksamen i Telemark datoer,Hva må jeg forberede meg til,"For å forberede deg til privatisteksamen i Telemark må du:

1. Sette deg godt inn i læreplanen for det faget du skal ta eksamen i. Kompetansemålene i læreplanen viser hva du må kunne.

2. For muntlig og muntlig-praktisk eksamen:
   - Forbered deg på å kunne gjøre praktiske øvelser hvis det er muntlig-praktisk eksamen (for eksempel i naturfag, fysikk, kjemi, biologi, geofag, kroppsøving).
   - Du kan få utdelt et tema eller problemstilling som du skal jobbe med i forberedelsestiden (30-45 minutter).
   - Du kan ta med notater laget i forberedelsestiden inn til eksamen.
   - For muntlig eksamen kan du velge å starte med en presentasjon eller gå rett til fagsamtalen.
   - Du må kunne svare på utdypende spørsmål knyttet til temaet/problemstillingen.

3. For praktisk eksamen:
   - Du får vanligvis 24 timers forberedelsestid der du får tema og kjennetegn på måloppnåelse.
   - Du skal planlegge hvordan du skal løse oppgaven, men selve oppgaven får du først på eksamensdagen.
   - Du skal gjennomføre et praktisk arbeid som resulterer i et produkt eller utført oppdrag.
   - Du blir vurdert på det praktiske arbeidet du gjør på eksamensdagen.

4. For skriftlig eksamen:
   - Du må forberede deg på fagstoffet som står i læreplanen.
   - Tidligere eksamensoppgaver finnes på Utdanningsdirektoratet sine nettsider, og det finnes eksamensveiledninger som forklarer hva som vektlegges.

5. Du kan bruke alle hjelpemidler i forberedelsestiden, inkludert digitale verktøy og internett, men under selve eksamen er det kun tillatte hjelpemidler som kan brukes.

6. Du må ha med gyldig legitimasjon på eksamensdagen.

7. For språkfag må du ha både muntlig og skriftlig karakter for å få faget godkjent.

8. For realfag på nivå 2 må du melde deg opp til både skriftlig og muntlig-praktisk eksamen.

9. Det anbefales å bruke lærebøker og annet aktuelt lærestoff, for eksempel fra NDLA.

Kort sagt: Forbered deg på å kunne vise kompetanse i faget i henhold til læreplanen, øv på praktiske ferdigheter hvis det er muntlig-praktisk eller praktisk eksamen, og gjør deg kjent med eksamensformen og vurderingskriteriene. Du kan finne mer informasjon og veiledninger på telemarkfylke.no og Utdanningsdirektoratet sine sider .

Denne informasjonen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_68fb606dd638819794a0091b91ef18170d0818211dfd8e81,2025-10-24 11:19,Privatisteksamen i Telemark datoer,Finnes det eksamensveiledninger,"Ja, det finnes eksamensveiledninger for privatisteksamen i Telemark.

- For muntlig og muntlig-praktisk eksamen er det utarbeidet eksamensveiledninger i noen fag. Disse veiledningene beskriver rammer for eksamen og vurderingskriterier i det enkelte fag. Det jobbes med å lage flere veiledninger. Du finner dem på telemarkfylke.no.

- For skriftlig eksamen finnes det også eksamensveiledninger i flere fag. Disse gir informasjon om hva som vektlegges for å oppnå de forskjellige karakterene. De er også tilgjengelige på telemarkfylke.no.

- For praktisk eksamen vil eksamensveiledningen bli delt ut sammen med forberedelsen til eksamen.

Kort sagt: Ja, eksamensveiledninger finnes, men ikke i alle fag ennå. De gir deg informasjon om eksamensrammer og vurderingskriterier, og du finner dem på Telemark fylkeskommunes nettsider.

Denne informasjonen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_68fb606dd638819794a0091b91ef18170d0818211dfd8e81,2025-10-24 11:20,Privatisteksamen i Telemark datoer,kan jeg finne tidligere eksamensoppgaver,"Ja, du kan finne tidligere eksamensoppgaver for privatisteksamen i Telemark.

- Tidligere gitte eksamensoppgaver ligger tilgjengelig på Utdanningsdirektoratet sine nettsider (udir.no).  
- For å få tilgang kan det hende du må legge inn passordet ""Eksamen"".  
- Dette gjelder både skriftlige eksamensoppgaver og oppgaver i skriftlige fremmedspråk.  
- Det anbefales å bruke disse oppgavene til å forberede deg og bli kjent med hvordan eksamen gjennomføres digitalt.

Kort sagt: Tidligere eksamensoppgaver finner du på udir.no, og passordet er ""Eksamen"".

Denne informasjonen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_68fb606dd638819794a0091b91ef18170d0818211dfd8e81,2025-10-24 11:21,Privatisteksamen i Telemark datoer,"Må jeg ha """" i passordet","Nei, du skal ikke ha med anførselstegn ("""") i passordet. Passordet til tidligere eksamensoppgaver er bare ordet Eksamen med stor E, uten anførselstegn.

Denne informasjonen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_68fb606dd638819794a0091b91ef18170d0818211dfd8e81,2025-10-24 11:22,Privatisteksamen i Telemark datoer,I dag er jeg imponert over hvor mye riktig du svarer,"Tusen takk! Jeg er glad for å kunne hjelpe deg med riktige svar. Hvis du har flere spørsmål om privatisteksamen eller noe annet, er det bare å spørre.

Denne informasjonen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_68fb606dd638819794a0091b91ef18170d0818211dfd8e81,2025-10-24 11:24,Privatisteksamen i Telemark datoer,Kan jeg bruke KI under eksamen,"Du har ikke lov til å bruke kunstig intelligens (KI) til å generere innhold i svaret ditt under privatisteksamen i Telemark. Det er også forbudt å kommunisere med andre, bruke mobiltelefon, smartklokker, chat eller lignende under eksamen. Bruk av KI eller chatbot-teknologi regnes som juks, og kan føre til at eksamen blir annullert og at du må vente ett år før du kan ta ny eksamen.

Kort sagt: KI er ikke tillatt som hjelpemiddel under eksamen, og bruk av det kan få alvorlige konsekvenser.

Denne informasjonen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_68fb606dd638819794a0091b91ef18170d0818211dfd8e81,2025-10-24 11:25,Privatisteksamen i Telemark datoer,Er det internett i eksamenslokalet,"På eksamensdagen kobler du deg til et eget eksamensnett som gir begrenset tilgang til internett. Det betyr at det er bestemt på forhånd hvilke nettbaserte hjelpemidler som er tillatt å bruke under eksamen. Du har altså ikke full internett-tilgang, men kun tilgang til noen få utvalgte nettbaserte hjelpemidler som er godkjent. 

Du må også sørge for at skriveprogrammet du bruker på PC-en fungerer uten internett, og det anbefales å teste dette før eksamen. Det er ikke tillatt å kommunisere med andre eller bruke andre nettbaserte tjenester enn de som er godkjent.

Kort sagt: Det er begrenset internett-tilgang i eksamenslokalet, kun til forhåndsgodkjente hjelpemidler, ikke full internett-tilgang .

Denne informasjonen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_68ff4dd9955c8190a573db588f081bc30e12078fac81c251,2025-10-27 10:47,Bøker til privatist eksamen,Får jeg tilsendt bøker når jeg skal ta privatsiteksamen,"Du får ikke tilsendt bøker når du skal ta privatisteksamen. Det er ikke krav om bruk av spesielle bøker til privatisteksamen. Du kan kontakte en videregående skole som tilbyr faget for tips om hvilke bøker du kan bruke, eller finne mye aktuelt lærestoff på NDLA (Nasjonal digital læringsarena)  .

Denne informasjonen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_68ff4dd9955c8190a573db588f081bc30e12078fac81c251,2025-10-27 10:48,Bøker til privatist eksamen,Hvilken skole kan hjelpe meg?,"Du kan ta kontakt med en videregående skole som tilbyr faget du skal ta privatisteksamen i, for å få tips og hjelp. For eksempel arrangeres muntlig og muntlig-praktisk eksamen hovedsakelig på Skien videregående skole, og skriftlig eksamen holdes hovedsakelig i Porsgrunn Tennishall. Skien videregående skole kan derfor være et naturlig sted å kontakte for hjelp og informasjon om privatisteksamen i ditt fag.

Det står også at du kan kontakte skolen du går eller har gått på, eller eksamenskontoret, for spørsmål om oppmelding og eksamen.

Kort sagt: Skien videregående skole er et sentralt sted for muntlig eksamen, og du kan kontakte videregående skoler som tilbyr faget for hjelp og veiledning  .

Denne informasjonen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_68ff4dd9955c8190a573db588f081bc30e12078fac81c251,2025-10-27 10:49,Bøker til privatist eksamen,kAN JEG HA MED NISTE PÅ EKSAMEN,"Det står ikke eksplisitt i dokumentene om du kan ha med niste på eksamen. Det er vanlig at slike regler kan variere, men siden det ikke er nevnt noe forbud mot å ha med mat eller drikke, kan det tyde på at det er tillatt å ha med niste. Det kan likevel være lurt å sjekke med eksamensvaktene eller eksamenskontoret på forhånd for å være sikker.

Dokumentene nevner heller ikke spesifikt noe om mat eller drikke under eksamen, men fokuserer på hjelpemidler, PC, legitimasjon og regler for juks.

Kort sagt: Det er ikke oppgitt noe forbud mot å ha med niste, men det anbefales å spørre eksamensvaktene eller eksamenskontoret for avklaring.

Denne informasjonen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_68ff4dd9955c8190a573db588f081bc30e12078fac81c251,2025-10-27 10:50,Bøker til privatist eksamen,Er det kaldt i eksamenslokalet,"Det står ikke noe konkret om temperaturen i eksamenslokalet i dokumentene. Det kan derfor variere fra sted til sted. Hvis du er bekymret for at det kan bli kaldt, kan det være lurt å kle seg lagvis og ta med en genser eller jakke som du kan bruke under eksamen.

Denne informasjonen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_68ff4dd9955c8190a573db588f081bc30e12078fac81c251,2025-10-27 10:51,Bøker til privatist eksamen,Kan jeg gå på do under eksamen,"Du kan gå på do under eksamen, men det er vanlig at du må be om tillatelse fra eksamensvakten først. Hvis du blir syk under eksamen, må du straks melde fra til eksamensvakten. Det kan også være regler for hvor lenge du kan være borte, og det er viktig at du ikke kommuniserer med andre mens du er borte fra plassen din.

Denne informasjonen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no."
cthr_68ff4dd9955c8190a573db588f081bc30e12078fac81c251,2025-10-27 10:51,Bøker til privatist eksamen,når er det eksamen på våren,"Privatisteksamen arrangeres to ganger i året:

- Våreksamen: i perioden april til juni
- Høsteksamen: i perioden november til desember

Muntlig og muntlig-praktisk eksamen foregår mandag til torsdag ettermiddag/kveld i perioden april - juni for våreksamen. Skriftlig eksamen har datoer som du finner i Privatistportalen når du melder deg opp, og sted for skriftlig eksamen publiseres ca. 1. april for våreksamen. De fleste skriftlige eksamener holdes i Porsgrunn Tennishall.

Du kan ikke bytte eller endre eksamensdato, tid eller eksamenssted etter at datoene er fastsatt.

Eksamensdato og sted for muntlig og muntlig-praktisk eksamen publiseres i Privatistportalen ca. 1. april for våreksamen.

Frister for oppmelding til våreksamen er 15. januar til 1. februar.

Kort oppsummert: Våreksamen holdes i april til juni, og eksakte datoer og steder publiseres i Privatistportalen rundt 1. april hvert år.

Denne informasjonen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_68ff4dd9955c8190a573db588f081bc30e12078fac81c251,2025-10-27 10:52,Bøker til privatist eksamen,hva koster eksamen i 2026,"Eksamensavgiften for privatisteksamen i 2026 er som følger:

- 1 356 kroner per eksamen for fag der du ikke har standpunkt- og/eller eksamenskarakter, eller fag du ikke har bestått (karakter 1) som elev eller privatist.
- 2 713 kroner per eksamen for fag du allerede har bestått som elev eller privatist og som du ønsker å forbedre.

Prisene gjelder per eksamen. Hvis du trekker deg etter oppmeldingsfristen, får du ikke refundert avgiften. For språkfag, norsk og realfag nivå 2 betales det eksamensavgift for både skriftlig og muntlig eksamen, og i norsk betales det for hovedmål, sidemål og muntlig hver for seg.

Du må betale eksamensavgiften med kort ved oppmelding, og oppmeldingen er ikke gyldig før betalingen er registrert.

Denne informasjonen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_68ff4dd9955c8190a573db588f081bc30e12078fac81c251,2025-10-27 10:52,Bøker til privatist eksamen,Jeg tror ikke det er rett sum?,"Eksamensavgiften for privatisteksamen i 2026 er som følger:

- 1 356 kroner per eksamen for fag der du ikke har standpunkt- og/eller eksamenskarakter, eller fag du ikke har bestått (karakter 1) som elev eller privatist.
- 2 713 kroner per eksamen for fag du allerede har bestått som elev eller privatist og som du ønsker å forbedre.

Prisene gjelder per eksamen. Hvis du trekker deg etter oppmeldingsfristen, får du ikke refundert avgiften.

For språkfag, norsk og realfag nivå 2 gjelder følgende:

- For alle språkfag betales to eksamensavgifter; skriftlig og muntlig eksamen.
- I norsk betales tre eksamensavgifter; norsk hovedmål, norsk sidemål og norsk muntlig.
- I realfag på nivå 2 (f.eks. fysikk, kjemi, biologi, informasjonsteknologi, teknologi og forskningslære og geofag) betales to eksamensavgifter; skriftlig og muntlig-praktisk eksamen.

Du må betale eksamensavgiften med kort ved oppmelding, og oppmeldingen er ikke gyldig før betalingen er registrert.

Dersom du opplever at du gis feil sum på faget du skal melde deg opp til, bør du ta umiddelbart kontakt med eksamenskontoret.

Denne informasjonen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_68ff4dd9955c8190a573db588f081bc30e12078fac81c251,2025-10-27 10:54,Bøker til privatist eksamen,"Eksamensavgiften i 2026 er kr.1403,00 for nye fag og kr. 2804,00 for fag som er jeg vil forbedre. Det står i statsbudsjett for 2026","Eksamensavgiften for privatisteksamen i 2026 er:

- 1 403 kroner per eksamen for nye fag (fag du ikke har standpunkt- og/eller eksamenskarakter i, eller fag du ikke har bestått).
- 2 804 kroner per eksamen for fag du allerede har bestått og ønsker å forbedre.

Dette er fastsatt i statsbudsjettet for 2026.

Hvis du opplever at du får feil sum ved oppmelding, bør du kontakte eksamenskontoret umiddelbart.

Denne informasjonen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no."
cthr_68ff4dd9955c8190a573db588f081bc30e12078fac81c251,2025-10-27 10:55,Bøker til privatist eksamen,Hva er eksamensavgiften for 2026,"Eksamensavgiften for privatisteksamen i 2026 er:

- 1 356 kroner per eksamen for fag der du ikke har standpunkt- og/eller eksamenskarakter, eller fag du ikke har bestått (karakter 1) som elev eller privatist.
- 2 713 kroner per eksamen for fag du allerede har bestått som elev eller privatist og som du ønsker å forbedre.

Prisene gjelder per eksamen, og innbetalt avgift refunderes ikke hvis du trekker deg etter oppmeldingsfristen.

For språkfag, norsk og realfag nivå 2 gjelder at du må betale eksamensavgift for både skriftlig og muntlig eksamen, og i norsk for hovedmål, sidemål og muntlig hver for seg.

Hvis du opplever feil sum ved oppmelding, bør du kontakte eksamenskontoret umiddelbart.

Denne informasjonen er hentet fra dokumentene for privatisteksamen i Telemark fylke.

Denne informasjonen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_68ff4dd9955c8190a573db588f081bc30e12078fac81c251,2025-10-27 10:55,Bøker til privatist eksamen,Det er feil,"Eksamensavgiften for privatisteksamen i 2026 er:

- 1 356 kroner per eksamen for fag der du ikke har standpunkt- og/eller eksamenskarakter, eller fag du ikke har bestått (karakter 1) som elev eller privatist.
- 2 713 kroner per eksamen for fag du allerede har bestått som elev eller privatist og som du ønsker å forbedre.

Prisene gjelder per eksamen. Innbetalt eksamensavgift blir ikke refundert dersom du trekker deg etter oppmeldingsfrist. Dersom du opplever at du gis feil sum på faget du skal melde deg opp til, så ta umiddelbart kontakt med eksamenskontoret.

For språkfag, norsk og realfag nivå 2 gjelder:

- For alle språkfag betales to eksamensavgifter; skriftlig og muntlig eksamen.
- I norsk betales tre eksamensavgifter; norsk hovedmål, norsk sidemål og norsk muntlig.
- I realfag på nivå 2 (f.eks. fysikk, kjemi, biologi, informasjonsteknologi, teknologi og forskningslære og geofag) betales to eksamensavgifter; skriftlig og muntlig-praktisk eksamen.

Du må betale eksamensavgiften med kort ved oppmelding, og oppmeldingen er ikke gyldig før betalingen er registrert.

Denne informasjonen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_68ff4dd9955c8190a573db588f081bc30e12078fac81c251,2025-10-27 10:55,Bøker til privatist eksamen,Det er feil,"Eksamensavgiften for privatisteksamen i 2026 er:

- 1 356 kroner per eksamen for fag der du ikke har standpunkt- og/eller eksamenskarakter, eller fag du ikke har bestått (karakter 1) som elev eller privatist.
- 2 713 kroner per eksamen for fag du allerede har bestått som elev eller privatist og som du ønsker å forbedre.

Prisene gjelder per eksamen. Innbetalt eksamensavgift blir ikke refundert dersom du trekker deg etter oppmeldingsfrist.

For språkfag, norsk og realfag nivå 2 gjelder:

- For alle språkfag betales to eksamensavgifter; skriftlig og muntlig eksamen.
- I norsk betales tre eksamensavgifter; norsk hovedmål, norsk sidemål og norsk muntlig.
- I realfag på nivå 2 (f.eks. fysikk, kjemi, biologi, informasjonsteknologi, teknologi og forskningslære og geofag) betales to eksamensavgifter; skriftlig og muntlig-praktisk eksamen.

Du må betale eksamensavgiften med kort ved oppmelding, og oppmeldingen er ikke gyldig før betalingen er registrert.

Dersom du opplever at du gis feil sum på faget du skal melde deg opp til, bør du ta umiddelbart kontakt med eksamenskontoret.

Denne informasjonen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_68ff4dd9955c8190a573db588f081bc30e12078fac81c251,2025-10-27 10:56,Bøker til privatist eksamen,Eksamensavgiften for 2026 er 1403 lroner for nytt fag og 2804 kroner for fag du vil forbedre,"Eksamensavgiften for privatisteksamen i 2026 er:

- 1 356 kroner for nye fag (fag du ikke har standpunkt- og/eller eksamenskarakter i, eller fag du ikke har bestått).
- 2 713 kroner for fag du ønsker å forbedre som du allerede har bestått.

Dette står i dokumentet ""Før eksamen.docx"" som gjelder for privatisteksamen i Telemark fylke. Dersom du mener det er andre priser i statsbudsjettet, anbefales det å kontakte eksamenskontoret for avklaring, da dokumentet opplyser at eksamensavgiften fastsettes hvert år av Stortinget i statsbudsjettet, men her er summene 1 356 og 2 713 kroner per eksamen.

For språkfag, norsk og realfag nivå 2 kan det være flere avgifter fordi det kan være både skriftlig og muntlig eksamen.

Hvis du opplever feil sum ved oppmelding, bør du ta kontakt med eksamenskontoret umiddelbart.

Denne informasjonen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69009bf9d1cc8196b852fa2dd4a605470ff793bb1ab29e0c,2025-10-28 10:33,Sang om eksamen,kan du lage en sang om eksamen,"Ikke relevant

Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69009bf9d1cc8196b852fa2dd4a605470ff793bb1ab29e0c,2025-10-28 10:34,Sang om eksamen,Hvordan er været i Skien i dag,"Informasjon om været i Skien i dag finnes ikke i de vedlagte dokumentene om privatisteksamen.

Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no

KI-generert svar som kan inneholde feil."
cthr_69009bf9d1cc8196b852fa2dd4a605470ff793bb1ab29e0c,2025-10-28 10:34,Sang om eksamen,Hva koster en privatisteksamen for våren 2026,"Prisen for privatisteksamen våren 2026 er som følger:

- 1 356 kroner per eksamen for fag der du ikke har standpunkt og/eller eksamenskarakter, eller fag du ikke har bestått (karakter 1) som elev eller privatist.
- 2 713 kroner per eksamen for fag du allerede har bestått som elev eller privatist og som du ønsker å forbedre.

For språkfag betales to eksamensavgifter; en for skriftlig og en for muntlig eksamen. I norsk betales tre avgifter; for norsk hovedmål, norsk sidemål og norsk muntlig. I realfag på nivå 2 betales to avgifter; for skriftlig og muntlig-praktisk eksamen.

Betaling skjer med kort ved oppmelding, og oppmeldingen er ikke gyldig før betaling er registrert. Innbetalt avgift refunderes ikke dersom du trekker deg etter oppmeldingsfristen.

Dette gjelder per eksamen, og avgiften fastsettes hvert år av Stortinget i Statsbudsjettet  .

Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no

KI-generert svar som kan inneholde feil."
cthr_69009c3cf7c48195ab453d09f9fdbb3b049d2da50775f65b,2025-10-28 10:34,Eksamen forberedelse veiledning,Hvordan forbereder jeg meg til eksamen,"For å forberede deg til eksamen som privatist bør du gjøre følgende:

1. Sett deg godt inn i kompetansemålene i læreplanen for faget du skal ta eksamen i. Dette forteller deg hva du må kunne .

2. Bruk lærebøker og annet aktuelt lærestoff, for eksempel fra NDLA, for å øve og lære deg stoffet .

3. For muntlig og muntlig-praktisk eksamen får du et tema eller problemstilling som du skal forberede deg på i forberedelsestiden (30-45 minutter). Du kan lage notater som du kan bruke under eksamen.

4. For muntlig-praktisk eksamen i realfag må du være forberedt på praktiske øvelser og ha gjennomført nødvendige øvelser på forhånd.

5. For praktisk eksamen får du som regel 24 timers forberedelsestid hvor du kan planlegge oppgaven. Selve oppgaven får du først på eksamensdagen.

6. Sørg for å ha med nødvendig utstyr, som PC med oppdatert programvare, hodetelefoner, og eventuelle hjelpemidler som er tillatt i faget.

7. Test at skriveprogrammet ditt fungerer uten internett før eksamen, og at du kan lagre filer i riktig format.

8. Møt opp i god tid med gyldig legitimasjon, og følg reglene for eksamensdagen .

9. Du kan finne tidligere gitte eksamensoppgaver på udir.no for å øve på hvordan eksamen kan være .

10. Husk at det ikke er tillatt å bruke kunstig intelligens eller andre ulovlige hjelpemidler under eksamen .

Kort sagt: Les læreplanen, øv med gode læremidler, gjør praktiske øvelser hvis nødvendig, forbered deg på tema/problemstilling, test teknisk utstyr, og møt opp forberedt og i tide.

Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no

Denne responsen er KI-generert og kan inneholde feil."
cthr_6904732c30f48190b3219bd2b698465e003a2860e7391df9,2025-10-31 08:28,Clarifying a Request,blir dette en request,"Spørsmålet ditt ""blir dette en request"" er litt uklart. Kan du forklare mer hva du mener med ""request""? Mener du om noe blir en forespørsel, eller noe annet?

Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no  
Responsen er KI-generert og kan inneholde feil."
cthr_69086fcaa3e88194abc2eb590b80fbf00c9aa26c3c5578f1,2025-11-03 09:03,Planlegging av skriftlig eksamen,når er skriftlig eksamen,"Skriftlig eksamen for privatisteksamen arrangeres to ganger i året:

- Høsteksamen: november - desember
- Våreksamen: april – juni

Datoer for skriftlige fag finner du i Privatistportalen når du melder deg opp. Sted for eksamen publiseres i Privatistportalen ca. 1. november for høsteksamen og ca. 1. april for våreksamen. Skriftlig eksamen arrangeres hovedsakelig i Porsgrunn Tennishall.

Oppmøtetid på eksamensdagen er kl. 08.00   .

Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no

Merk: Responsen er KI-generert og kan inneholde feil."
cthr_690c6518b2508193bfe7faaccf1ac50906a128023c93bdc4,2025-11-06 09:06,Forespørsel om eksamen,Når er eksamen?,"Privatisteksamen arrangeres to ganger i året:

- Høsteksamen: i november - desember
- Våreksamen: i april – juni

Dato og sted for muntlig og muntlig-praktisk eksamen publiseres i Privatistportalen cirka 1. november for høsteksamen og cirka 1. april for våreksamen. Skriftlig eksamen arrangeres hovedsakelig i Porsgrunn Tennishall, og datoer for skriftlige fag finner du i Privatistportalen når du melder deg opp.

Det er ikke anledning til å bytte oppsatte eksamensdatoer   .

Denne informasjonen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
